"fromsite", "positionType", "positionName", "salary", "education", "city", "workYear", "jobDes", "company", "companySize", "financeStage", "industryField", "rate"
"拉勾", "WP", "WP", "5000-8000", "不限", "北京", "不限", "职位描述工具内容：1、网站的维护任职资格：1、熟悉WordPress的模板开发；2、有个人站长经历，拥有过个人网站；3、有一定美工基础，了解bootstrap者优先；4、熟悉SEO知识者优先。5、熟悉windows服务器环境者优先。6、熟悉php者优先。工作时间：1、早9点-晚6点2、节假日按国家规定", "北京有思尔富信息咨询有限公司", "少于15人", "初创型(未融资)", "教育", "-"
"拉勾", "WP", "WP、Wordpress Php后台开发", "8000-12000", "本科", "深圳", "5-10年", "职位描述岗位要求：1、本科学历、3年以上工作经验，聪明，聪明；2、精通 PHP，Wordpress原理和插件运行机制；3、精通CSS, Javascript, 对Javascript以及CSS有一定的深入钻研；4、深入了解wordpress, 清楚wordpress的运行机制，具有php开发经验；5、了解版本控制Git或者SVN；6、对技术热爱，对事情有专研精神；7、对Linux有一定的了解，对于基本操作命令理解，并且知道如何使用；岗位职责：1、使用WordPress、PHP搭建多语言网站，负责公司网站程序开发、数据库结构设计和搭建；2、负责公司后台管理系统设计和页面搭建；代码可维护，具有良好的文档和设计考虑；3、负责程序功能开发设计与维护优化；对技术热爱，对事情有钻研精神；4、负责web端、微信端等接口建立；5、负责公司（网站/移动端/实体店）的产品维护以及更新升级；", "深圳前海极客天使创新科技有限公司", "15-50人", "初创型(天使轮)", "移动互联网,金融", "-"
"拉勾", "WP", "WP", "10000-20000", "本科", "广州", "1-3年", "职位描述岗位职责：1、负责本平台产品的日常研发工作；2、维护、优化和重构现有代码；3、能够较精准理解需求，根据需求细化成可实施的代码架构，并能高效、稳定的完成开发；4、能够指出逻辑中不合理的地方，并能提出切实可行的解决方案。任职要求：1、计算机及相关专业本科或以上学历；2、精通C#，有一定的数据库基础，具备良好的编程习惯；3、熟悉Windows Phone的开发框架、Windows Phone系统各种特性；4、熟练掌握Windows Phone开发工具的使用；5、有相关项目的设计和编写经验者优先；6、对代码设计态度严谨；有良好的编程习惯和技术文档编写习惯；7、热爱技术，认真踏实，富有激情，有强烈的学习欲望，且具备有良好的团队沟通和协作能力。工作地址总部地址：广州市萝岗区科学城科学大道182号创新大厦C3栋903", "广东乐源数字技术有限公司", "150-500人", "成熟型(C轮)", "移动互联网 ,电子商务", "3.0"
"拉勾", "WP", "WP开发工程师", "16000-24000", "本科", "北京", "不限", "职位描述职位描述：1、负责windows phone平台上软件开发设计工作；2、参与方案讨论和技术实现，性能调优；3、负责用户体验优化完善，追求卓越产品的创造和设计职位要求：1.喜欢编程，对编程有浓厚的兴趣，基础知识扎实，学习能力领悟能力强2.扎实的编程基本功,有Windows Phone//Windows 8 项目开发经验3.熟悉C#,对面向对象有一定的领悟,了解.Net运行机制;能够独立完成客户端的架构设计,编码和优化.4.具备较强的学习能力,逻辑思维和独立分析解决问题的能力5.工作积极主动,认真负责,良好的沟通和协调能力,以及团队精神", "北京易思卓科技有限公司", "15-50人", "初创型(不需要融资)", "移动互联网,社交网络", "4.7"
"拉勾", "WP", "WP", "8000-12000", "本科", "大连", "1-3年", "职位描述岗位职责：1 从事WPF和Windows 10应用开发；2 在架构师的指导下优化代码、算法、性能；3 对关键技术进行可行性调研、分析并实现。岗位要求：1 精通C#语言，有一年以上的WPF开发经验；2 理解OO设计理论，熟悉设计模式和算法；3 对代码结构、算法优化、性能优化追求极致的开发者优先录用；4 精通MVVM者优先录用；5 熟悉SQL的开发者优先；6 对技术充满热情，有较强的学习和快速掌握并应用的能力，并能够承担一定的工作压力；7 能独立解决问题，有良好的语言表达和沟通能力, 具有良好的团队合作精神和认真负责的工作态度；", "大连企云网络科技有限公司", "少于15人", "初创型(未融资)", "移动互联网", "-"
"拉勾", "WP", "WP初级工程师", "6000-9000", "不限", "北京", "1-3年", "职位描述工作内容及职责：1.根据公司技术文档规范编写相应的技术文档；2.负责Windows Phone 终端应用程序的关键模块设计与开发；3.在技术经理的带领下，协同完成Windows Phone 终端产品的关键模块开；4.主要负责Windows Phone与Windows RT平台应用程序的开发与设计。专业知识及技能：1. 精通C#,熟悉MVVM编程框架；2.熟悉Windows Phone 平台特性，掌握各种控件的特性及用法；3.有较强的沟通能力、文档写作能力、分析与设计能力。", "北京联龙博通电子商务技术有限公司", "2000人以上", "成熟型(D轮及以上)", "移动互联网,电子商务", "4.0"
"拉勾", "WP", "WP \\ windows", "8000-12000", "本科", "上海", "1-3年", "职位描述公司创始人及高管团队由前微软、IBM高管组成， CTO是前微软资深技术专家。3年前推出革命性创新移动办公平台“ 随办”，并被微软中国评选为“最有价值解决方案奖“。您将在CTO的指导下做“ 随办”的Windows版本。与大咖一起，用最新技术，做牛X产品，享受不一般的工作，相信这段工作经历会成为您职业生涯里最闪闪发光的一段。工作内容：1 在CTO的指导下从事WPF和随办Windows 10版本的开发；2 将您在微软培训学习到的新技术，进行可行性调研、分析并实现，以优化代码、算法、性能。我们需要您：1 精通C#语言，有一年以上的WPF开发经验；有2-3个独立开发并上线的应用2 对技术充满热情，有较强的学习和快速掌握并应用的能力，并能够承担一定的工作压力；3 能独立解决问题，有良好的语言表达和沟通能力, 具有良好的团队合作精神和认真负责的工作态度。", "上海赫蓝信息技术有限公司", "50-150人", "初创型(未融资)", "移动互联网,企业服务", "4.0"
